target,f1,f2,f3,f4,f5,f6,f7,f8,f9
2.88,14.4,19.1,0,0,301,500,126000,5,5
43.63,218.15,43.2,10.1,0.1,490.5,499.45,315000,5,10
4,20,16.55,0,0,385.2,500,9000,5,5
60.95,304.75,199.1,0,0.15,418.6,500,162000,5,5
4.5,22.5,22.5,0,0,353.55,500,85500,10,35
64.76,323.8,153.2,0,0.15,451.95,500,270000,5,25
62.35,311.75,289.45,0,0.15,366.4,500,333000,5,25
2.99,14.95,26.3,0,0,247.1,500,81000,5,15
35.21,176.05,9.2,15.85,0.1,499.3,498,319500,5,10
3.85,19.25,32.75,0.35,0,253.35,499.9,400500,5,5
2.7,13.5,27,0,0,223.6,500,130500,10,35
58.43,292.15,131.2,0,0.15,456.1,500,342000,5,5
110.23,551.15,282.6,0,0.25,444.9,500,265500,5,10
81.94,409.7,176.6,0,0.2,459.15,500,270000,5,5
3.78,18.9,24.3,0,0,306.95,500,409500,5,15
103.03,515.15,369,0,0.25,406.5,500,153000,5,15
30.31,151.55,116.3,0,0.05,396.65,500,18000,5,25
2.88,14.4,21.8,0,0,275.6,500,9000,5,15
62.32,311.6,187.75,0,0.15,428.25,500,252000,5,25
2.63,13.15,0,58.85,0,500,109.05,369000,5,15
30.53,152.65,2,14.2,0.05,499.95,497.85,324000,5,10
6.23,31.15,13.3,2.5,0,459.85,498.4,144000,5,15
100.73,503.65,184.15,0,0.25,469.6,500,364500,5,15
4.1,20.5,0,111.8,0,500,90.2,261000,10,30
3.89,19.45,0,73.6,0,500,127.75,234000,5,10
3.71,18.55,0,83.7,0,500,108.2,319500,10,30
3.06,15.3,26.1,0,0,252.85,500,130500,10,30
2.66,13.3,24.65,0,0,237.4,500,45000,5,20
3.67,18.35,35.65,0,0,228.85,500,99000,5,15
3.06,15.3,22.15,0,0,284.15,500,121500,5,10
3.28,16.4,22.85,0,0,291.55,500,31500,5,20
3.92,19.6,21.25,0,0,339,500,0,5,15
90.11,450.55,220.7,0,0.2,449,500,351000,5,10
6.37,31.85,0,81.55,0,500,181.9,382500,5,5
34.02,170.1,17.45,25.2,0.1,497.4,494.6,270000,5,20
3.71,18.55,18.55,0,0,353.55,500,0,5,5
3.1,15.5,17.65,0,0,329.95,500,85500,5,5
4,20,0,98.3,0,500,99.7,189000,10,35
3.71,18.55,21.25,0,0,328.8,500,18000,5,10
48.46,242.3,73.25,0,0.1,478.6,500,252000,10,35
118.04,590.2,345.4,0,0.25,431.55,500,301500,5,5
73.84,369.2,228.05,0,0.15,425.4,500,265500,5,25
105.88,529.4,303.65,0,0.25,433.7,500,189000,5,5
3.17,15.85,28.45,0,0,243.35,500,103500,10,35
4.54,22.7,25.4,0,0,333.2,500,0,5,25
3.13,15.65,29.35,0,0,235.25,500,103500,5,20
4.75,23.75,21.8,0,0,368.35,500,9000,5,10
105.16,525.8,248.4,0,0.25,452.1,500,202500,5,15
35.06,175.3,18.9,0.7,0.1,497.1,500,346500,5,20
2.56,12.8,27,0,0,214.2,500,409500,5,10
3.06,15.3,0,83.15,0,500,90.5,166500,10,30
55.76,278.8,179.8,0,0.15,420.2,500,360000,5,5
61.88,309.4,110.35,0,0.15,470.95,500,351000,5,5
2.95,14.75,0,21.95,0,500,278.9,58500,10,35
29.41,147.05,0,51.85,0.05,500,471.55,247500,10,30
3.38,16.9,0,90,0,500,92.3,265500,10,35
7.2,36,0,74.5,0,500,217.55,229500,5,10
3.64,18.2,0,86.6,0,500,102.85,198000,10,35
54.5,272.5,91.25,0,0.1,474.1,500,310500,5,25
10.15,50.75,1.1,43.4,0,499.9,380,225000,5,20
4,20,0,132.65,0,500,74.55,346500,5,15
3.28,16.4,21.8,0,0,300.6,500,18000,5,5
2.52,12.6,23.05,0,0,239.85,500,112500,10,35
104.51,522.55,243.2,0,0.25,453.3,500,274500,10,30
3.02,15.1,10.6,0.55,0,409.25,499.65,49500,5,5
2.92,14.6,10.1,1.25,0,411.2,498.2,94500,5,15
3.74,18.7,27.9,0,0,278.4,500,409500,5,5
106.7,533.5,348.1,0,0.25,418.75,500,171000,5,10
3.02,15.1,22.7,0,0,276.95,500,72000,5,5
3.74,18.7,15.85,0,0,381.4,500,31500,5,20
3.42,17.1,23.05,0,0,297.9,500,85500,10,35
47.34,236.7,121.3,0,0.1,444.95,500,337500,5,25
4.5,22.5,0,101.9,0,500,107.8,288000,10,30
83.66,418.3,210.25,0,0.2,446.75,500,346500,5,5
3.17,15.85,0,27.55,0,500,249.35,207000,5,20
94.75,473.75,168.85,0,0.2,471,500,292500,5,15
4.79,23.95,21.25,0,0,374,500,94500,10,30
3.92,19.6,0,99.35,0,500,96.8,387000,5,20
13.28,66.4,3.95,31.85,0.05,499.1,450.8,202500,10,35
3.49,17.45,0,80.45,0,500,106,337500,10,35
96.95,484.75,195.3,0,0.2,463.8,500,301500,5,20
2.84,14.2,0,68.75,0,500,101.15,378000,5,5
19.98,99.9,23.95,41.05,0.05,486.2,462.5,378000,5,20
89.32,446.6,168.5,0,0.2,467.8,500,256500,10,30
2.63,13.15,24.3,0,0,237.95,500,112500,10,35
47.38,236.9,46.6,0,0.1,490.6,500,274500,5,5
94.36,471.8,142.55,0,0.2,478.65,500,261000,5,5
30.42,152.1,0,41.6,0.05,500,482.3,319500,5,25
23.36,116.8,0,57.95,0.05,500,447.9,171000,10,35
3.82,19.1,24.1,0,0,310.55,500,121500,10,35
2.56,12.8,18.7,0,0,282.4,500,0,5,5
69.88,349.4,170.1,0,0.15,449.55,500,288000,5,20
40.57,202.85,64.1,0,0.1,476.75,500,346500,5,20
38.95,194.75,0.7,17.3,0.1,500,498.05,351000,5,20
29.59,147.95,43.2,0,0.05,479.95,500,333000,5,25
3.24,16.2,23.4,0,0,284.6,500,76500,5,5
55.4,277,116.65,0,0.15,460.8,500,198000,5,25
3.24,16.2,30.05,0,0,237.25,500,427500,5,5
29.3,146.5,124.55,0,0.05,380.95,500,13500,5,15
3.02,15.1,26.65,0,0,246.5,500,94500,10,30
52.88,264.4,122.6,0,0.1,453.6,500,261000,5,10
35.03,175.15,27.7,0.2,0.1,493.85,500,364500,5,10
94.07,470.35,85.15,0,0.2,492,500,382500,5,5
145.51,727.55,409.7,0,0.35,435.65,500,216000,5,20
3.02,15.1,26.3,0,0,248.95,500,108000,5,15
3.02,15.1,24.1,0,0,265.45,500,130500,5,20
3.28,16.4,31.85,0,0,228.9,500,126000,5,5
81.22,406.1,369,0,0.2,370.05,500,157500,5,10
107.17,535.85,259.75,0,0.25,449.95,500,243000,5,10
53.21,266.05,226.45,0,0.1,380.75,500,211500,5,10
48.38,241.9,134.65,0,0.1,436.9,500,279000,5,10
122.8,614,270.9,0,0.3,457.45,500,364500,5,25
2.88,14.4,27.7,0,0,230.65,500,99000,5,10
3.74,18.7,22.7,0,0,317.9,500,405000,5,20
7.38,36.9,0,41.6,0,500,331.8,202500,10,30
3.17,15.85,29.7,0,0,235.4,500,40500,5,5
3.64,18.2,22.5,0,0,314.45,500,22500,5,20
2.52,12.6,25.9,0,0,218.75,500,126000,5,10
42.66,213.3,53.45,0,0.1,485,500,265500,5,20
30.13,150.65,4.15,13.85,0.05,499.8,497.9,261000,10,35
4.03,20.15,0,92.35,0,500,106.6,387000,5,25
3.17,15.85,21.8,0.35,0,294.05,499.9,157500,10,30
3.96,19.8,0,131.6,0,500,74.4,265500,10,35
4.03,20.15,23.6,0,0,324.65,500,103500,5,25
6.23,31.15,25.2,0,0,388.7,500,31500,10,30
3.46,17.3,22.5,0,0,304.75,500,423000,5,15
2.99,14.95,20.7,0,0,292.75,500,0,5,20
4.14,20.7,18.7,0.2,0,371,500,13500,5,10
43.2,216,66.8,7.55,0.1,477.7,499.7,378000,5,20
3.1,15.5,9.55,1.45,0,425.7,497.85,0,10,35
2.88,14.4,0,85.5,0,500,83.05,373500,10,30
5.76,28.8,0,113.2,0,500,123.3,234000,5,10
3.24,16.2,12.8,0,0,392.3,500,22500,5,15
4.75,23.75,0,103.15,0,500,112.2,382500,10,30
49.9,249.5,137,0,0.1,438.25,500,265500,5,10
3.85,19.25,0,98.3,0,500,96.1,306000,10,35
96.7,483.5,198.35,0,0.2,462.6,500,193500,5,25
58.03,290.15,85.5,0,0.15,479.6,500,261000,5,20
3.13,15.65,17.65,0,0,331.7,500,4500,5,5
55.44,277.2,114.1,0,0.15,462.35,500,180000,5,15
3.74,18.7,37.1,0,0,225.05,500,85500,10,30
57.96,289.8,21.95,7.2,0.15,498.55,499.85,319500,5,10
3.17,15.85,21.25,0,0,298.95,500,117000,5,15
3.1,15.5,18.55,0,0,320.6,500,423000,10,35
4.93,24.65,16.75,0,0,413.55,500,418500,5,20
3.53,17.65,0,85.15,0,500,101.5,396000,5,25
4.75,23.75,30.95,0,0,304.4,500,144000,5,15
6.3,31.5,0,133.9,0,500,114.5,387000,10,35
109.84,549.2,209.5,0,0.25,467.15,500,162000,10,30
3.2,16,20.35,0,0,309.05,500,117000,5,5
51.26,256.3,69.65,0,0.1,482.5,500,198000,5,15
4.1,20.5,0,105.3,0,500,95.55,378000,10,30
2.92,14.6,24.85,0,0,253.3,500,112500,10,35
3.67,18.35,25,0,0,295.85,500,9000,5,20
64.87,324.35,218.15,0,0.15,414.9,500,252000,5,25
3.6,18,36.35,0,0,221.9,500,414000,5,5
5.47,27.35,24.1,0,0,375.15,500,139500,10,30
2.92,14.6,25.55,0,0,248.05,500,9000,5,20
2.56,12.8,25.75,0,0,222.55,500,40500,10,35
3.2,16,25.9,0,0,262.8,500,36000,5,25
30.67,153.35,121.85,0,0.05,391.45,500,36000,5,25
61.13,305.65,134.45,0,0.15,457.7,500,180000,5,15
2.84,14.2,21.25,0,0,277.8,500,126000,5,5
2.92,14.6,0,83.15,0,500,86.45,310500,5,20
3.06,15.3,27.35,0,0,244.1,500,22500,5,10
4.82,24.1,13.85,0,0,433.5,500,9000,10,30
49.68,248.4,102.6,0,0.1,462.15,500,342000,5,10
2.7,13.5,15.65,0,0,326.6,500,108000,5,5
2.74,13.7,26.45,0,0,229.95,500,0,10,35
2.74,13.7,20.7,0,0,275.95,500,409500,10,30
28.48,142.4,144.2,0,0.05,351.35,500,148500,5,5
58.75,293.75,171.35,0,0.15,431.9,500,243000,5,5
3.02,15.1,27.2,0,0,242.7,500,13500,5,20
3.67,18.35,22.5,0,0,316,500,418500,5,25
3.89,19.45,14.95,1.25,0,396.45,498.95,13500,5,10
3.02,15.1,24.3,0,0,263.9,500,76500,5,5
2.52,12.6,23.6,0,0,235.5,500,108000,5,5
2.63,13.15,0,25.4,0,500,229.9,333000,10,35
2.95,14.75,18.9,0,0,307.6,500,99000,5,25
3.82,19.1,0,120.05,0,500,78.55,315000,10,35
2.99,14.95,21.95,0,0,281.45,500,27000,5,20
2.92,14.6,0,54,0,500,130.5,261000,10,30
2.84,14.2,0,52.2,0,500,131.25,171000,5,5
31.97,159.85,4.85,17.3,0.05,499.75,497.1,315000,5,10
88.99,444.95,308.15,0,0.2,411.05,500,157500,5,5
3.31,16.55,23.2,0,0,290.35,500,94500,5,10
60.05,300.25,71.1,0,0.15,486.55,500,184500,10,35
3.17,15.85,21.4,0,0,297.6,500,90000,5,20
5.44,27.2,37.6,0,0,293.05,500,423000,5,5
39.28,196.4,150.5,0,0.1,396.85,500,0,10,30
38.3,191.5,74.35,0,0.1,466.1,500,189000,10,30
4.46,22.3,15.5,0,0,410.55,500,130500,10,30
25.88,129.4,86.05,1.8,0.05,416.35,499.95,148500,5,10
34.42,172.1,0.9,24.65,0.1,500,494.95,324000,5,5
32.36,161.8,6.5,8.45,0.05,499.6,499.3,175500,10,35
5.15,25.75,23.6,0,0,368.6,500,144000,5,10
45.72,228.6,94.7,0,0.1,461.95,500,162000,10,30
73.22,366.1,176.6,0,0.15,450.35,500,216000,5,5
79.85,399.25,249.5,0,0.2,424,500,355500,5,10
110.41,552.05,217.45,0,0.25,465.2,500,171000,5,5
3.02,15.1,20.9,0,0,292.8,500,94500,10,30
3.71,18.55,24.3,0,0,303.4,500,27000,5,10
3.35,16.75,20.9,0,0,312.7,500,4500,10,35
39.53,197.65,38.9,1.6,0.1,490.6,500,180000,5,10
3.02,15.1,0,77.95,0,500,95.1,396000,5,25
3.67,18.35,0,81.2,0,500,110.2,337500,5,5
5.4,27,27.9,0,0,347.7,500,427500,5,20
116.03,580.15,204.5,0,0.25,471.55,500,166500,5,25
5.9,29.5,0,102.05,0,500,138.85,310500,10,30
53.14,265.7,146.15,0,0.1,438.1,500,301500,5,20
30.46,152.3,1.1,28.25,0.05,500,491.6,319500,5,20
34.06,170.3,73.25,19.45,0.1,459.3,496.75,378000,5,10
3.06,15.3,26.8,0,0,247.9,500,94500,5,10
51.8,259,202.3,0,0.1,394.05,500,333000,5,25
3.96,19.8,0,94.5,0,500,102.55,234000,10,30
145.3,726.5,308.7,0,0.35,460.2,500,360000,5,5
3.71,18.55,15.5,0.55,0,383.7,499.8,18000,5,20
3.78,18.9,0,112.7,0,500,82.7,391500,5,15
3.31,16.55,0,87.1,0,500,93.35,315000,5,25
4.1,20.5,21.6,0,0,344.2,500,405000,5,25
66.74,333.7,132.1,0,0.15,464.9,500,265500,5,15
39.78,198.9,109.8,19.1,0.1,437.75,497.7,216000,5,15
56.63,283.15,179.65,0,0.15,422.2,500,252000,5,10
101.23,506.15,202.5,0,0.25,464.25,500,369000,5,15
4.03,20.15,12.8,2.5,0,422.05,496.2,418500,5,15
4.25,21.25,33.1,0,0,270.1,500,81000,5,25
13.18,65.9,69.1,0,0.05,345.1,500,144000,5,15
63.9,319.5,105.65,0,0.15,474.7,500,337500,5,20
3.85,19.25,0,91.45,0,500,103,315000,10,30
97.88,489.4,280.1,0,0.2,433.95,500,157500,5,25
3.06,15.3,19.45,0,0,309.15,500,18000,5,5
3.67,18.35,0,86.75,0,500,103.45,346500,10,30
2.84,14.2,19.8,0,0,291.4,500,22500,5,15
3.1,15.5,0,73.8,0,500,102.75,364500,10,30
3.42,17.1,15.65,0,0,368.85,500,112500,5,25
29.56,147.8,0,25.55,0.05,500,492.7,189000,10,30
2.99,14.95,0,86.6,0,500,85.05,369000,10,30
2.95,14.75,0,85.7,0,500,84.8,369000,10,30
3.74,18.7,25.4,0,0,296.45,500,427500,5,20
5.98,29.9,0,85.15,0,500,165.65,229500,5,15
4.57,22.85,21.6,0,0,363.35,500,423000,5,5
96.91,484.55,179.3,0,0.2,468.95,500,261000,5,20
3.46,17.3,18,0,0,346.45,500,139500,10,35
55.33,276.65,198.7,0,0.15,406.1,500,193500,5,5
67.07,335.35,225.2,0,0.15,415.1,500,283500,5,25
73.12,365.6,185.05,0,0.15,446.1,500,198000,5,25
81.4,407,135.2,0.2,0.2,474.5,500,315000,5,15
3.13,15.65,0,69.65,0,500,109.6,364500,10,35
3.64,18.2,0,128.35,0,500,70.2,342000,5,25
61.99,309.95,152.65,0,0.15,448.55,500,301500,5,15
59.36,296.8,99.7,14.4,0.15,473.95,499.4,238500,5,20
2.99,14.95,15.5,0,0,347.1,500,76500,5,15
53.71,268.55,108.9,0,0.1,463.35,500,337500,5,25
61.34,306.7,113.4,0,0.15,468.95,500,364500,5,20
34.92,174.6,12.4,19.25,0.1,498.75,497,315000,5,20
122.4,612,440.8,0,0.3,405.7,500,157500,5,25
5.18,25.9,0,48.05,0,500,237.25,207000,10,30
67.61,338.05,172.8,0,0.15,445.2,500,270000,10,30
2.84,14.2,0,57.95,0,500,119,292500,10,35
2.7,13.5,30.05,0,0,204.9,500,49500,5,10
3.06,15.3,0,82.25,0,500,91.45,238500,10,35
3.31,16.55,18.55,0,0,332.85,500,135000,5,5
3.42,17.1,27.55,0,0,263.7,500,108000,5,20
52.99,264.95,160.75,0,0.1,427.45,500,256500,5,15
4,20,0,89.45,0,500,109.1,391500,5,15
57.2,286,65.7,0,0.15,487.3,500,171000,5,20
116.1,580.5,320.05,0,0.25,437.85,500,207000,5,15
28.73,143.65,114.5,0,0.05,391,500,36000,5,10
5.4,27,0,111.05,0,500,118.15,378000,5,15
59.69,298.45,115.2,0,0.15,466.45,500,175500,5,25
68.29,341.45,142,0,0.15,461.65,500,180000,5,15
2.88,14.4,22.15,0,0,272.55,500,103500,5,25
3.74,18.7,20,0,0,341.5,500,9000,5,10
3.56,17.8,21.6,0,0,318,500,108000,5,10
45.32,226.6,74.7,0,0.1,474.85,500,243000,5,10
115.16,575.8,235.1,0,0.25,462.9,500,175500,5,20
2.88,14.4,22.15,0,0,272.55,500,112500,10,35
28.4,142,141.1,0,0.05,354.7,500,148500,5,25
62.42,312.1,108.55,36.9,0.15,472.25,496.55,238500,5,15
2.99,14.95,27.35,0,0,239.8,500,18000,5,20
2.77,13.85,27.55,0,0,224.6,500,58500,10,35
3.42,17.1,23.4,0,0,295,500,0,5,20
2.99,14.95,23.6,0,0,267.55,500,31500,5,15
5.76,28.8,26.65,0,0,367,500,67500,5,10
82.08,410.4,137.9,0,0,473.95,500,265500,5,10
69.55,347.75,148.85,0,0.15,459.65,500,297000,5,5
53.96,269.8,51.85,0,0.1,491,500,306000,5,10
3.46,17.3,23.4,0,0,297.25,500,423000,5,5
50.15,250.75,139.85,0,0.1,436.7,500,171000,5,15
119.92,599.6,251.45,0,0.25,461.1,500,274500,5,15
57.89,289.45,193.5,0.55,0.15,415.65,500,328500,5,25
4.14,20.7,0,103.7,0,500,97.9,351000,10,35
3.56,17.8,30.95,0,0,249.3,500,427500,5,10
2.74,13.7,0,70.9,0,500,94.85,355500,10,35
2.81,14.05,0,20.7,0,500,280.8,216000,10,35
64.01,320.05,203.2,0,0.15,422.1,500,297000,5,15
4.1,20.5,16.4,0,0,390.45,500,130500,5,10
2.66,13.3,22.85,0,0,251.5,500,423000,10,35
91.4,457,248.2,0,0.2,439.4,500,202500,5,15
100.58,502.9,154.8,0,0.25,477.85,500,373500,5,20
91.73,458.65,160.2,0,0.2,472.05,500,256500,10,30
2.81,14.05,21.8,0,0,270.85,500,54000,5,10
56.92,284.6,117.9,0,0.15,461.95,500,288000,5,20
5.36,26.8,0,87.1,0,500,147.05,229500,5,5
5.08,25.4,0,85.15,0,500,142.95,234000,10,30
102.24,511.2,219.05,0,0.25,459.6,500,265500,5,10
139.61,698.05,275.6,0,0.3,465.05,500,292500,5,15
3.71,18.55,19.45,0,0,345.1,500,13500,5,15
2.95,14.75,0,23.95,0,500,262.2,31500,5,20
2.95,14.75,21.95,0,0,278.9,500,409500,10,35
3.92,19.6,0.2,79.9,0,499.95,119.1,396000,5,20
56.66,283.3,135.9,0,0.15,450.8,500,265500,5,25
3.2,16,17.3,0,0,339.5,500,94500,5,5
55.33,276.65,103.15,0,0.15,468.5,500,180000,5,20
40.5,202.5,120.8,0,0.1,429.4,500,328500,5,5
47.59,237.95,94.85,0,0.1,464.45,500,279000,5,15
3.56,17.8,0,70.2,0,500,122.9,189000,10,35
62.5,312.5,104.95,0,0.15,474,500,166500,10,30
3.64,18.2,21.05,0,0,327,500,427500,5,5
3.17,15.85,22.5,0,0,287.95,500,9000,5,5
44.42,222.1,58.5,0,0.1,483.5,500,310500,5,25
3.67,18.35,17.3,0,0,363.8,500,427500,5,15
129.31,646.55,305.8,0,0,452,500,288000,5,10
3.31,16.55,17.8,0,0,340.45,500,67500,5,20
91.84,459.2,162.7,0,0.2,471.3,500,279000,5,5
3.2,16,17.8,0,0,334.25,500,67500,5,10
48.96,244.8,110.5,0,0.1,455.7,500,184500,5,5
46.69,233.45,184.15,0,0.1,392.55,500,333000,5,15
4.21,21.05,0,133,0,500,78.15,387000,5,25
4.07,20.35,0,83.9,0,500,117.85,315000,10,35
3.6,18,25,0,0,292.15,500,76500,5,20
4.32,21.6,0,32.75,0,500,275.3,211500,10,35
95.4,477,303.3,0,0.2,421.95,500,153000,5,15
4.1,20.5,0,135.35,0,500,74.9,342000,5,15
3.64,18.2,21.95,0,0,319.15,500,103500,10,35
44.53,222.65,124,0,0.1,436.8,500,193500,5,25
83.66,418.3,219.8,0,0.2,442.6,500,310500,5,20
58.61,293.05,173,0,0.15,430.55,500,162000,5,5
4.79,23.95,23.95,0,0,353.55,500,49500,5,25
38.66,193.3,13.5,0.7,0.1,498.8,500,346500,5,25
2.74,13.7,22.5,0,0,260.05,500,45000,5,10
95.65,478.25,288.9,0,0.2,427.95,500,216000,5,15
41.51,207.55,136.8,0.2,0.1,417.45,500,148500,5,20
44.71,223.55,88,0,0.1,465.25,500,355500,5,25
69.01,345.05,183.05,0,0.15,441.7,500,301500,5,5
27,135,6.85,34,0.05,499.35,484.85,162000,10,30
5.9,29.5,26.8,0,0,370.1,500,58500,5,15
3.31,16.55,22.85,0,0,293.3,500,67500,5,15
106.16,530.8,257.2,0,0.25,449.95,500,301500,5,25
3.02,15.1,0,56.7,0,500,128.65,193500,10,35
43.31,216.55,90,0,0.1,461.7,500,171000,10,30
52.06,260.3,78.85,0,0.1,478.55,500,162000,5,5
3.71,18.55,21.95,0,0,322.75,500,58500,10,30
4.46,22.3,0,73.8,0,500,144.65,234000,5,25
62.17,310.85,219.4,0,0.15,408.5,500,148500,5,10
28.66,143.3,42.5,39.95,0.05,479.35,481.65,238500,10,30
2.88,14.4,18.7,0,0,305.05,500,85500,10,30
4.21,21.05,0,37.45,0,500,245,229500,10,30
93.67,468.35,197.8,0,0.2,460.6,500,256500,5,20
2.66,13.3,24.65,0,0,237.4,500,414000,10,30
37.12,185.6,39.25,0,0.1,489.2,500,283500,10,35
3.67,18.35,23.2,0,0,310.2,500,418500,5,5
2.81,14.05,28.6,0,0,220.45,500,45000,5,5
2.95,14.75,27.35,0,0,237.35,500,58500,5,10
4.5,22.5,0,82.6,0,500,131.4,229500,5,25
4.1,20.5,0,87.3,0,500,114.3,270000,10,35
41.98,209.9,23.95,1.45,0.1,496.8,500,337500,10,30
6.01,30.05,25.2,0,0,383.1,500,67500,10,30
3.64,18.2,29.35,0,0,263.5,500,126000,5,10
4.54,22.7,21.8,0,0,360.65,500,63000,5,5
2.99,14.95,23.4,0,0,269.2,500,36000,5,10
56.3,281.5,177.1,0,0.15,423.2,500,162000,5,5
33.88,169.4,6.5,7.9,0.1,499.65,499.45,382500,5,20
47.95,239.75,47.15,0,0.1,490.6,500,297000,5,20
4.75,23.75,23.6,0,0,354.65,500,418500,5,20
69.62,348.1,266.95,0,0.15,396.75,500,207000,5,5
3.82,19.1,20.35,0,0,342.2,500,405000,5,5
35.82,179.1,35.1,5.2,0.1,490.65,499.8,297000,10,30
74.45,372.25,293.6,0,0.15,392.6,500,157500,5,10
124.88,624.4,246.6,0,0.3,465.05,500,288000,5,15
5.8,29,28.25,0,0,358.15,500,72000,10,35
61.52,307.6,224.65,0,0.15,403.8,500,202500,5,25
3.24,16.2,17.1,0,0,343.85,500,90000,5,10
3.17,15.85,0,58.5,0,500,130.75,360000,10,35
2.77,13.85,25.2,0,0,240.85,500,85500,5,15
3.64,18.2,0,89.3,0,500,99.85,315000,10,30
3.13,15.65,0,74.15,0,500,103.25,162000,10,35
3.64,18.2,22.15,0,0,317.45,500,13500,10,30
2.95,14.75,21.95,0,0,278.9,500,76500,5,5
55.84,279.2,39.4,15.65,0.15,495.1,499.2,180000,10,30
59.72,298.6,172.6,0,0.15,432.9,500,189000,5,5
35.78,178.9,4.7,8.8,0.1,499.85,499.4,373500,5,20
5.29,26.45,0,54.7,0,500,217.65,202500,10,30
89.78,448.9,123.85,0,0.2,482,500,283500,5,25
3.1,15.5,20.15,0,0,304.85,500,85500,10,35
107.75,538.75,219.6,0,0.25,463,500,189000,5,20
5.62,28.1,0,104.95,0,500,129.3,387000,5,25
36.25,181.25,138.05,0,0.1,397.75,500,45000,5,10
2.45,12.25,25.4,0,0,217.2,500,126000,5,20
28.76,143.8,40.3,0,0.05,481.45,500,247500,10,35
2.84,14.2,22.3,0,0,268.55,500,67500,5,25
4.64,23.2,0,83.15,0,500,134.35,234000,5,25
4.21,21.05,14.6,0.2,0,410.85,500,121500,5,20
3.85,19.25,22.15,0,0,328,500,4500,5,15
54.14,270.7,132.3,0,0.1,449.2,500,274500,5,5
3.6,18,0,117.7,0,500,75.6,387000,10,30
51.66,258.3,132.85,0,0.1,444.65,500,315000,5,15
3.28,16.4,25.55,0,0,270.1,500,130500,5,20
80.78,403.9,188.65,0,0.2,453,500,184500,5,15
3.2,16,25.9,0,0,262.8,500,18000,10,35
75.28,376.4,90.35,0,0.15,486.2,500,301500,5,5
3.6,18,24.65,0,0,294.85,500,103500,5,20
103.64,518.2,363.8,0,0.25,409.2,500,207000,5,10
48.96,244.8,106,0,0.1,458.85,500,180000,5,5
35.32,176.6,8.8,2.5,0.1,499.4,499.95,355500,5,10
121.43,607.15,283.15,0,0.3,453.15,500,252000,10,30
3.28,16.4,24.3,0,0,279.7,500,13500,5,5
9.54,47.7,0,129.05,0,500,173.35,234000,5,15
3.06,15.3,23.95,0,0,269.2,500,36000,5,5
2.99,14.95,21.6,0,0,284.55,500,63000,10,35
52.56,262.8,96.85,0,0.1,469.15,500,184500,5,25
2.59,12.95,23.75,0,0,239.35,500,117000,5,20
98.32,491.6,156.8,0,0.25,476.35,500,247500,5,15
6.37,31.85,26.8,0,0,382.6,500,90000,5,25
43.49,217.45,71.65,0,0.1,474.9,500,265500,5,10
3.1,15.5,16.2,0,0,345.65,500,13500,10,35
3.02,15.1,25.75,0,0,252.9,500,85500,5,10
2.88,14.4,24.65,0,0,252.2,500,22500,10,30
43.56,217.8,110,0,0.1,446.3,500,346500,5,20
43.13,215.65,68.2,0,0.1,476.75,500,207000,10,30
4.07,20.35,0,24.5,0,500,319.45,216000,10,35
71.64,358.2,124.2,0,0.15,472.4,500,279000,10,30
2.7,13.5,26.65,0,0,225.95,500,67500,5,5
45.68,228.4,132.5,0,0.1,432.5,500,351000,5,10
2.95,14.75,18.9,0,0,307.6,500,72000,5,10
29.27,146.35,2.35,6.5,0.05,499.95,499.5,256500,10,35
2.92,14.6,21.4,0,0,281.8,500,409500,10,30
3.56,17.8,17.1,0,0,360.55,500,22500,5,25
34.34,171.7,7.75,8.45,0.1,499.5,499.4,252000,10,30
2.74,13.7,26.45,0,0,229.95,500,108000,5,10
126.11,630.55,240.5,0,0.3,467.15,500,247500,5,25
6.55,32.75,0,54.7,0,500,256.85,229500,5,5
50.62,253.1,143.1,0,0.1,435.25,500,274500,5,10
39.78,198.9,6.3,31.5,0.1,499.75,493.85,319500,5,25
100.48,502.4,147.05,0,0.25,479.85,500,283500,5,15
65.88,329.4,142,0,0.15,459.15,500,198000,5,15
3.85,19.25,0,108,0,500,87.75,342000,10,30
72.94,364.7,163.45,0,0.15,456.25,500,360000,5,25
4.61,23.05,0,99.55,0,500,112.8,301500,10,35
2.95,14.75,0,84.95,0,500,85.55,261000,10,35
49.68,248.4,81,0,0.1,475.35,500,283500,10,30
111.92,559.6,170.1,0,0.25,478.4,500,198000,5,10
3.06,15.3,0,83.9,0,500,89.7,274500,10,35
34.49,172.45,9.35,24.1,0.1,499.25,495.2,175500,10,30
4.28,21.4,0,71.65,0,500,143.1,234000,5,20
3.35,16.75,0,100.6,0,500,82.1,292500,10,35
9.94,49.7,9,101.7,0,492,219.55,220500,5,10
2.77,13.85,25.75,0,0,236.85,500,36000,10,35
3.67,18.35,0,88,0,500,102.05,369000,10,30
2.95,14.75,27.55,0,0,236,500,85500,5,25
70.56,352.8,150.3,0,0.15,460,500,261000,5,15
2.99,14.95,23.2,0,0,270.85,500,72000,5,5
4.39,21.95,25.2,0,0,328.4,500,427500,5,10
3.35,16.75,21.8,0,0,304.65,500,27000,10,35
5.47,27.35,0,53.3,0,500,228.25,328500,5,5
6.52,32.6,29,0,0,373.6,500,117000,10,30
109.08,545.4,216.35,0,0.25,464.75,500,166500,5,5
31.43,157.15,1.45,20.35,0.05,500,495.85,189000,10,30
